,Unnamed: 0,user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
688,688,14677,40765,5,0,0,1,0,4.0,0.2474826388888888,4.0,4.0,4.0,4.0,0.0,1,-1,-1,4,8,30,str,2023-06-21 22:41:11
689,689,14770,39339,5,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,8,30,str,2023-06-20 11:56:59
690,690,14770,39339,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 11:57:14
691,691,14770,39339,25,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,7,4,8,32,str,2023-06-20 11:57:25
692,692,14770,39339,17,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,11,4,7,46,str,2023-06-20 11:57:32
693,693,14770,39339,6,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,18,4,5,13,str,2023-06-20 11:57:46
694,694,14770,40183,18,-1,0,1,0,5.0,0.138532590341101,5.0,1.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 20:57:20
695,695,14770,40183,5,-1,0,1,0,4.0,0.1941065228174603,4.0,0.0,-1.0,-1.0,-1.0,7,-1,-1,4,8,30,str,2023-06-20 20:57:21
696,696,14770,40183,4,-1,0,1,0,4.0,0.1842328042328042,4.0,0.0,-1.0,-1.0,-1.0,9,-1,-1,4,5,61,str,2023-06-20 20:57:26
697,697,14770,40183,1,-1,0,1,0,4.0,0.1988095238095238,4.0,0.0,-1.0,-1.0,-1.0,14,-1,-1,4,4,6,str,2023-06-20 20:57:30
698,698,14770,40183,29,-1,0,1,0,3.5,0.1608619142101285,3.5,0.0,-1.0,-1.0,-1.0,15,-1,-1,3,10,99,str,2023-06-20 20:57:32
699,699,14719,37689,4,0,0,1,0,4.0,0.3286243386243386,4.0,4.0,4.0,4.0,0.0,1,-1,-1,4,5,61,str,2023-06-19 12:52:04
700,700,14719,37689,29,0,0,1,0,3.5,0.2500578703703703,3.5,3.5,3.5,3.5,0.0,5,-1,-1,3,10,99,str,2023-06-19 12:52:28
701,701,14719,37689,8,0,0,1,0,3.5,0.3021751910640799,3.5,3.5,3.5,3.5,0.0,6,-1,-1,3,7,47,str,2023-06-19 12:53:00
702,702,14719,37689,9,0,0,1,0,3.0,0.5876068376068376,3.0,3.0,3.0,3.0,0.0,9,-1,-1,3,7,40,str,2023-06-19 12:53:23
703,703,14719,37689,5,0,0,1,0,4.0,0.3187531001984126,4.0,4.0,4.0,4.0,0.0,2,-1,-1,4,8,30,str,2023-06-19 12:53:40
704,704,14719,39247,4,0,0,1,0,4.0,0.3286243386243386,4.0,4.0,4.0,4.0,0.0,1,-1,-1,4,5,61,str,2023-06-20 10:00:59
705,705,14719,39247,25,0,0,1,0,4.0,0.3711287477954144,4.0,4.0,4.0,4.0,0.0,4,-1,-1,4,8,32,str,2023-06-20 10:02:28
706,706,14719,39247,15,0,0,1,0,3.375,0.3575148809523809,4.5,4.5,4.5,0.0,0.0,13,-1,-1,4,1,40,str,2023-06-20 10:30:09
707,707,14719,39247,13,0,0,1,0,2.25,0.4378720238095238,3.0,3.0,3.0,0.0,0.0,29,-1,-1,4,1,43,str,2023-06-20 11:08:34
708,708,14719,39247,27,0,0,1,0,3.525,0.3217592592592592,3.6,3.5,3.5,3.5,0.0,28,-1,-1,3,8,111,str,2023-06-20 11:16:37
709,709,14719,39247,9,0,0,1,0,3.0,0.5876068376068376,3.0,3.0,3.0,3.0,0.0,27,-1,-1,3,7,40,str,2023-06-20 11:16:42
710,710,14719,39247,28,0,0,1,0,3.375,0.329782790309106,4.5,4.5,4.5,0.0,0.0,18,-1,-1,4,1,18,str,2023-06-20 11:17:22
711,711,14719,39247,24,0,0,1,0,4.5,0.5305194805194805,4.5,4.5,4.5,4.5,0.0,10,-1,-1,4,6,21,str,2023-06-20 11:18:57
712,712,14713,39316,18,-1,0,1,0,5.0,0.294662276258021,5.0,5.0,1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 12:01:47
713,713,14713,39316,32,-1,0,1,0,5.0,0.3512198706643151,5.0,5.0,1.0,-1.0,-1.0,2,-1,-1,5,5,16,str,2023-06-20 12:04:03
714,714,14713,40071,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 19:31:16
715,715,14713,40427,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 22:24:05
716,716,14713,40427,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 22:24:05
717,717,14778,39358,22,-1,0,1,0,4.5,0.288863121005978,4.5,4.5,4.5,0.0,-1.0,1,-1,-1,4,7,18,str,2023-06-20 12:19:38
718,718,14778,39358,17,-1,0,1,0,4.0,0.3262210012210012,4.0,4.0,4.0,0.0,-1.0,3,-1,-1,4,7,46,str,2023-06-20 12:19:38
719,719,14778,39358,25,-1,0,1,0,4.0,0.2762037037037037,4.0,4.0,4.0,0.0,-1.0,2,-1,-1,4,8,32,str,2023-06-20 12:19:39
720,720,14683,39342,5,-1,0,1,0,4.0,0.3162605406746032,4.0,4.0,-1.0,-1.0,-1.0,4,-1,-1,4,8,30,str,2023-06-20 12:16:42
721,721,14683,39342,25,-1,0,1,0,4.0,0.3517857142857142,4.0,4.0,-1.0,-1.0,-1.0,2,-1,-1,4,8,32,str,2023-06-20 12:17:40
722,722,14683,39342,18,-1,0,1,0,5.0,0.2989496791624451,5.0,5.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 12:19:42
723,723,14683,39342,24,-1,0,1,0,4.5,0.5076779701779702,4.5,4.5,-1.0,-1.0,-1.0,6,-1,-1,4,6,21,str,2023-06-20 12:19:46
724,724,14683,39342,7,-1,0,1,0,4.5,0.4251904761904761,4.5,4.5,-1.0,-1.0,-1.0,9,-1,-1,4,4,20,str,2023-06-20 12:19:51
725,725,14683,39342,5,-1,0,1,0,4.0,0.3162605406746032,4.0,4.0,-1.0,-1.0,-1.0,14,-1,-1,4,8,30,str,2023-06-20 12:19:58
726,726,14683,39342,29,-1,0,1,0,3.5,0.2491508408919123,3.5,3.5,-1.0,-1.0,-1.0,20,-1,-1,3,10,99,str,2023-06-20 12:20:19
727,727,14672,39380,18,-1,0,1,0,5.0,0.282644376899696,5.0,5.0,5.0,1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 12:38:57
728,728,14672,39380,32,-1,0,1,0,5.0,0.3490520282186949,5.0,5.0,5.0,1.0,-1.0,2,-1,-1,5,5,16,str,2023-06-20 12:39:11
729,729,14672,39380,30,-1,0,1,0,5.0,0.3738048552754435,5.0,5.0,5.0,1.0,-1.0,3,-1,-1,5,5,9,str,2023-06-20 12:39:13
730,730,14672,39380,22,-1,0,1,0,4.5,0.3956709956709957,4.5,4.5,4.5,0.0,-1.0,4,-1,-1,4,7,18,str,2023-06-20 12:39:14
731,731,14672,39380,26,-1,0,1,0,4.5,0.3852882819794584,4.5,4.5,4.5,0.0,-1.0,6,-1,-1,4,6,23,str,2023-06-20 12:39:18
732,732,14672,39380,11,-1,0,1,0,4.5,0.3298412698412699,4.5,4.5,4.5,0.0,-1.0,7,-1,-1,4,6,10,str,2023-06-20 12:39:22
733,733,14672,39380,4,-1,0,1,0,4.0,0.3123611111111111,4.0,4.0,4.0,0.0,-1.0,12,-1,-1,4,5,61,str,2023-06-20 12:40:23
734,734,14672,39380,16,-1,0,1,0,4.5,0.4091036414565825,4.5,4.5,4.5,0.0,-1.0,11,-1,-1,4,4,11,str,2023-06-20 12:40:37
735,735,14760,39359,18,-1,0,1,0,5.0,0.3108797703478554,5.0,5.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 12:29:50
736,736,14760,39359,24,-1,0,1,0,4.5,0.5305194805194805,4.5,4.5,-1.0,-1.0,-1.0,6,-1,-1,4,6,21,str,2023-06-20 12:30:05
737,737,14760,39359,5,-1,0,1,0,4.0,0.3187531001984127,4.0,4.0,-1.0,-1.0,-1.0,15,-1,-1,4,8,30,str,2023-06-20 12:32:14
738,738,14760,39359,25,-1,0,1,0,4.0,0.3711287477954145,4.0,4.0,-1.0,-1.0,-1.0,16,-1,-1,4,8,32,str,2023-06-20 12:32:32
739,739,14760,39383,18,-1,0,1,0,5.0,0.3108797703478554,5.0,5.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 12:41:57
740,740,14760,39383,30,-1,0,1,0,5.0,0.3768534080298786,5.0,5.0,-1.0,-1.0,-1.0,3,-1,-1,5,5,9,str,2023-06-20 12:42:03
741,741,14760,39383,24,-1,0,1,0,4.5,0.5305194805194805,4.5,4.5,-1.0,-1.0,-1.0,6,-1,-1,4,6,21,str,2023-06-20 12:42:11
742,742,14760,39383,2,-1,0,1,0,4.5,0.3829365079365079,4.5,4.5,-1.0,-1.0,-1.0,7,-1,-1,4,6,11,str,2023-06-20 12:42:15
743,743,14760,39383,7,-1,0,1,0,4.5,0.4620793650793651,4.5,4.5,-1.0,-1.0,-1.0,10,-1,-1,4,4,20,str,2023-06-20 12:42:18
744,744,14760,39383,3,-1,0,1,0,4.0,0.3231253420908592,4.0,4.0,-1.0,-1.0,-1.0,13,-1,-1,4,6,72,str,2023-06-20 12:42:26
745,745,14760,39383,5,-1,0,1,0,4.0,0.3187531001984127,4.0,4.0,-1.0,-1.0,-1.0,15,-1,-1,4,8,30,str,2023-06-20 12:42:31
746,746,14760,39383,25,-1,0,1,0,4.0,0.3711287477954145,4.0,4.0,-1.0,-1.0,-1.0,16,-1,-1,4,8,32,str,2023-06-20 12:42:36
747,747,14760,39383,4,-1,0,1,0,4.0,0.3286243386243386,4.0,4.0,-1.0,-1.0,-1.0,17,-1,-1,4,5,61,str,2023-06-20 12:42:39
748,748,14760,39383,6,-1,0,1,0,4.0,0.3822871572871573,4.0,4.0,-1.0,-1.0,-1.0,20,-1,-1,4,5,13,str,2023-06-20 12:42:47
749,749,14760,40149,18,-1,0,1,0,5.0,0.3108797703478554,5.0,5.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 20:20:32
750,750,14760,40149,32,-1,0,1,0,5.0,0.3585978835978836,5.0,5.0,-1.0,-1.0,-1.0,2,-1,-1,5,5,16,str,2023-06-20 20:20:36
751,751,14760,40149,30,-1,0,1,0,5.0,0.3768534080298785,5.0,5.0,-1.0,-1.0,-1.0,3,-1,-1,5,5,9,str,2023-06-20 20:20:39
752,752,14760,40149,24,-1,0,1,0,4.5,0.5305194805194805,4.5,4.5,-1.0,-1.0,-1.0,6,-1,-1,4,6,21,str,2023-06-20 20:20:46
753,753,14760,40149,5,-1,0,1,0,4.0,0.3187531001984127,4.0,4.0,-1.0,-1.0,-1.0,15,-1,-1,4,8,30,str,2023-06-20 20:20:58
754,754,14760,40149,6,-1,0,1,0,4.0,0.3822871572871573,4.0,4.0,-1.0,-1.0,-1.0,20,-1,-1,4,5,13,str,2023-06-20 20:21:11
755,755,14800,39438,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 13:36:57
756,756,14800,39438,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 13:36:59
757,757,14800,39438,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,5,6,13,str,2023-06-20 13:38:26
758,758,14800,39438,4,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,4,4,5,61,str,2023-06-20 13:39:04
759,759,14800,40293,15,-1,1,0,0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,4,1,40,str,2023-06-20 21:43:54
760,760,14800,40293,28,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,1,18,str,2023-06-20 21:43:55
761,761,14800,40293,26,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,6,23,str,2023-06-20 21:43:55
762,762,14694,39437,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 13:41:35
763,763,14694,39437,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 13:41:36
764,764,14694,39437,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,5,6,13,str,2023-06-20 13:41:38
765,765,14694,39437,32,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,5,5,16,str,2023-06-20 13:45:03
766,766,14694,39437,25,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,32,str,2023-06-20 13:45:04
767,767,14694,39437,22,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,7,18,str,2023-06-20 13:45:06
768,768,14694,40333,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 21:51:22
769,769,14694,40333,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 21:51:24
770,770,14694,40333,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,5,6,13,str,2023-06-20 21:51:26
771,771,14694,40362,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 21:58:48
772,772,14694,40362,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 21:58:50
773,773,14694,40362,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,5,6,13,str,2023-06-20 21:58:50
774,774,14654,38995,18,-1,0,1,0,5.0,0.2723741979061128,5.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-19 23:41:18
775,775,14654,38995,32,-1,0,1,0,5.0,0.3415270429159318,5.0,-1.0,-1.0,-1.0,-1.0,2,-1,-1,5,5,16,str,2023-06-19 23:41:22
776,776,14654,38995,30,-1,0,1,0,5.0,0.3474929971988795,5.0,-1.0,-1.0,-1.0,-1.0,3,-1,-1,5,5,9,str,2023-06-19 23:41:39
777,777,14654,38995,26,-1,0,1,0,4.5,0.3866946778711484,4.5,-1.0,-1.0,-1.0,-1.0,5,-1,-1,4,6,23,str,2023-06-19 23:41:55
778,778,14654,38995,2,-1,0,1,0,4.5,0.215922619047619,4.5,-1.0,-1.0,-1.0,-1.0,9,-1,-1,4,6,11,str,2023-06-19 23:42:37
779,779,14654,38995,16,-1,0,1,0,4.5,0.4137254901960784,4.5,-1.0,-1.0,-1.0,-1.0,13,-1,-1,4,4,11,str,2023-06-19 23:43:14
780,780,14654,39448,5,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,8,30,str,2023-06-20 13:53:25
781,781,14654,39448,22,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,8,4,7,18,str,2023-06-20 13:53:34
782,782,14795,39463,18,1,0,1,0,5.0,0.2155842620736237,5.0,5.0,5.0,5.0,1.0,1,-1,-1,5,6,13,str,2023-06-20 14:12:26
783,783,14795,39463,32,1,0,1,0,5.0,0.2670781893004115,5.0,5.0,5.0,5.0,1.0,2,-1,-1,5,5,16,str,2023-06-20 14:12:28
784,784,14795,39463,22,0,0,1,0,4.5,0.2968975468975469,4.5,4.5,4.5,4.5,0.0,4,-1,-1,4,7,18,str,2023-06-20 14:12:30
785,785,14795,39463,26,0,0,1,0,4.5,0.3037289915966386,4.5,4.5,4.5,4.5,0.0,5,-1,-1,4,6,23,str,2023-06-20 14:12:33
786,786,14795,39463,7,0,0,1,0,4.5,0.3295714285714285,4.5,4.5,4.5,4.5,0.0,9,-1,-1,4,4,20,str,2023-06-20 14:12:36
787,787,14795,39463,25,0,0,1,0,4.0,0.2287301587301587,4.0,4.0,4.0,4.0,0.0,12,-1,-1,4,8,32,str,2023-06-20 14:12:40
788,788,14795,39463,17,0,0,1,0,4.0,0.2736721611721612,4.0,4.0,4.0,4.0,0.0,15,-1,-1,4,7,46,str,2023-06-20 14:12:44
789,789,14751,38412,18,-1,0,1,0,5.0,0.2471175278622087,5.0,5.0,5.0,5.0,-1.0,1,-1,-1,5,6,13,str,2023-06-19 15:45:13
790,790,14751,38412,32,-1,0,1,0,5.0,0.277281746031746,5.0,5.0,5.0,5.0,-1.0,2,-1,-1,5,5,16,str,2023-06-19 15:45:13
791,791,14751,38412,30,-1,0,1,0,5.0,0.2932773109243697,5.0,5.0,5.0,5.0,-1.0,3,-1,-1,5,5,9,str,2023-06-19 15:45:17
792,792,14751,38412,22,-1,0,1,0,4.5,0.2725726654298082,4.5,4.5,4.5,4.5,-1.0,4,-1,-1,4,7,18,str,2023-06-19 15:45:17
793,793,14751,38412,26,-1,0,1,0,4.5,0.3379726890756301,4.5,4.5,4.5,4.5,-1.0,6,-1,-1,4,6,23,str,2023-06-19 15:45:19
794,794,14751,38412,11,-1,0,1,0,4.5,0.3317460317460317,4.5,4.5,4.5,4.5,-1.0,7,-1,-1,4,6,10,str,2023-06-19 15:45:20
795,795,14751,39466,32,-1,0,1,0,5.0,0.277281746031746,5.0,5.0,5.0,5.0,-1.0,2,-1,-1,5,5,16,str,2023-06-20 14:29:20
796,796,14751,39466,18,-1,0,1,0,5.0,0.2471175278622087,5.0,5.0,5.0,5.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 14:29:20
797,797,14751,39466,30,-1,0,1,0,5.0,0.2932773109243697,5.0,5.0,5.0,5.0,-1.0,3,-1,-1,5,5,9,str,2023-06-20 14:29:20
798,798,14751,39466,22,-1,0,1,0,4.5,0.2725726654298082,4.5,4.5,4.5,4.5,-1.0,4,-1,-1,4,7,18,str,2023-06-20 14:29:20
799,799,14804,39429,15,-1,0,1,0,4.5,0.3575148809523809,4.5,4.5,4.5,0.0,-1.0,1,-1,-1,4,1,40,str,2023-06-20 13:31:47
800,800,14804,39429,4,-1,0,1,0,4.0,0.3286243386243386,4.0,4.0,4.0,0.0,-1.0,3,-1,-1,4,5,61,str,2023-06-20 13:31:49
801,801,14804,39429,5,-1,0,1,0,4.0,0.3214038663455005,4.0,4.0,4.0,0.0,-1.0,5,-1,-1,4,8,30,str,2023-06-20 13:32:09
802,802,14804,39429,25,-1,0,1,0,4.0,0.3711287477954145,4.0,4.0,4.0,0.0,-1.0,6,-1,-1,4,8,32,str,2023-06-20 13:32:42
803,803,14804,39429,24,-1,0,1,0,4.5,0.5305194805194805,4.5,4.5,4.5,0.0,-1.0,14,-1,-1,4,6,21,str,2023-06-20 13:35:20
804,804,14804,39429,9,-1,0,1,0,3.0,0.5876068376068376,3.0,3.0,3.0,0.0,-1.0,20,-1,-1,3,7,40,str,2023-06-20 13:35:22
805,805,14804,39429,13,-1,0,1,0,3.0,0.4378720238095238,3.0,3.0,3.0,0.0,-1.0,24,-1,-1,4,1,43,str,2023-06-20 13:36:27
806,806,14804,39469,4,-1,0,1,0,2.6666666666666665,0.283068783068783,4.0,4.0,0.0,0.0,-1.0,1,-1,-1,4,5,61,str,2023-06-20 14:20:04
807,807,14804,39469,25,-1,0,1,0,2.6666666666666665,0.3234832451499118,4.0,4.0,0.0,0.0,-1.0,4,-1,-1,4,8,32,str,2023-06-20 14:20:04
808,808,14804,39469,24,-1,0,1,0,3.0,0.4541366041366041,4.5,4.5,0.0,0.0,-1.0,12,-1,-1,4,6,21,str,2023-06-20 14:20:06
809,809,14804,39469,15,-1,0,1,0,3.0,0.3240327380952381,4.5,4.5,0.0,0.0,-1.0,15,-1,-1,4,1,40,str,2023-06-20 14:20:07
810,810,14804,39469,13,-1,0,1,0,2.0,0.4084821428571428,3.0,3.0,0.0,0.0,-1.0,28,-1,-1,4,1,43,str,2023-06-20 14:20:07
811,811,14804,39478,15,-1,0,1,0,4.5,0.3575148809523809,4.5,4.5,4.5,0.0,-1.0,1,-1,-1,4,1,40,str,2023-06-20 14:29:42
812,812,14804,39478,4,-1,0,1,0,4.0,0.3286243386243386,4.0,4.0,4.0,0.0,-1.0,3,-1,-1,4,5,61,str,2023-06-20 14:29:44
813,813,14804,39478,25,-1,0,1,0,4.0,0.3711287477954144,4.0,4.0,4.0,0.0,-1.0,6,-1,-1,4,8,32,str,2023-06-20 14:29:48
814,814,14804,39478,24,-1,0,1,0,4.5,0.5305194805194805,4.5,4.5,4.5,0.0,-1.0,14,-1,-1,4,6,21,str,2023-06-20 14:29:55
815,815,14804,39478,9,-1,0,1,0,3.0,0.5876068376068376,3.0,3.0,3.0,0.0,-1.0,20,-1,-1,3,7,40,str,2023-06-20 14:30:03
816,816,14804,39478,13,-1,0,1,0,3.0,0.4378720238095238,3.0,3.0,3.0,0.0,-1.0,24,-1,-1,4,1,43,str,2023-06-20 14:30:07
817,817,14889,39494,26,-1,0,1,0,4.5,0.3369164332399626,4.5,4.5,0.0,-1.0,-1.0,1,-1,-1,4,6,23,str,2023-06-20 14:51:17
818,818,14889,39494,25,-1,0,1,0,4.0,0.2937301587301587,4.0,4.0,0.0,-1.0,-1.0,5,-1,-1,4,8,32,str,2023-06-20 14:52:29
819,819,14889,39494,29,-1,0,1,0,3.5,0.2116480617964297,3.5,3.5,0.0,-1.0,-1.0,8,-1,-1,3,10,99,str,2023-06-20 14:52:59
820,820,14779,39487,18,-1,1,0,0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,5,6,13,str,2023-06-20 14:47:44
821,821,14779,39487,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 14:47:44
822,822,14779,39969,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 18:32:38
823,823,14779,39969,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,4,8,30,str,2023-06-20 18:32:38
824,824,14779,40025,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 19:10:33
825,825,14899,39510,18,-1,0,1,0,5.0,0.282644376899696,5.0,5.0,1.0,-1.0,-1.0,1,-1,-1,5,6,13,str,2023-06-20 15:03:55
826,826,14899,39510,13,-1,0,0,1,3.0,0.3745535714285714,3.0,3.0,0.0,-1.0,-1.0,-1,3,-1,4,1,43,str,2023-06-20 15:04:05
827,827,14899,39510,28,-1,0,1,0,4.5,0.35062656641604,4.5,4.5,0.0,-1.0,-1.0,14,-1,-1,4,1,18,str,2023-06-20 15:06:41
828,828,14699,39552,29,-1,0,1,0,3.5,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-20 15:16:09
829,829,14692,38247,24,-1,0,1,0,4.5,0.4444564694564695,4.5,4.5,4.5,4.5,-1.0,2,-1,-1,4,6,21,str,2023-06-19 14:46:13
830,830,14692,38247,5,-1,0,1,0,4.0,0.2698722718253968,4.0,4.0,4.0,4.0,-1.0,8,-1,-1,4,8,30,str,2023-06-19 14:46:35
831,831,14692,38247,3,-1,0,1,0,4.0,0.2972359058565955,4.0,4.0,4.0,4.0,-1.0,9,-1,-1,4,6,72,str,2023-06-19 14:46:47
832,832,14692,38247,6,-1,0,1,0,4.0,0.316504329004329,4.0,4.0,4.0,4.0,-1.0,13,-1,-1,4,5,13,str,2023-06-19 14:47:07
833,833,14692,38247,17,-1,0,1,0,4.0,0.3507326007326006,4.0,4.0,4.0,4.0,-1.0,7,-1,-1,4,7,46,str,2023-06-19 14:48:56
834,834,14692,38247,25,-1,0,1,0,4.0,0.3110978835978835,4.0,4.0,4.0,4.0,-1.0,6,-1,-1,4,8,32,str,2023-06-19 14:50:51
835,835,14692,38247,4,-1,0,1,0,4.0,0.2813492063492063,4.0,4.0,4.0,4.0,-1.0,10,-1,-1,4,5,61,str,2023-06-19 14:53:49
836,836,14692,38318,5,-1,0,1,0,4.0,0.2306113591269841,4.0,4.0,4.0,-1.0,-1.0,8,-1,-1,4,8,30,str,2023-06-20 15:23:01
837,837,14692,38318,26,-1,0,1,0,4.5,0.345500700280112,4.5,4.5,4.5,-1.0,-1.0,1,-1,-1,4,6,23,str,2023-06-20 15:23:04
838,838,14692,38318,24,-1,0,1,0,4.5,0.4144721019721019,4.5,4.5,4.5,-1.0,-1.0,2,-1,-1,4,6,21,str,2023-06-20 15:23:06
839,839,14692,38318,17,-1,0,1,0,4.0,0.3250076312576312,4.0,4.0,4.0,-1.0,-1.0,6,-1,-1,4,7,46,str,2023-06-20 15:23:10
840,840,14692,38318,8,-1,0,1,0,3.5,0.2203115814226925,3.5,3.5,3.5,-1.0,-1.0,17,-1,-1,3,7,47,str,2023-06-20 15:23:16
841,841,14692,38318,29,-1,0,1,0,3.5,0.1819574357520786,3.5,3.5,3.5,-1.0,-1.0,15,-1,-1,3,10,99,str,2023-06-20 15:23:36
842,842,14692,38318,19,-1,0,1,0,4.0,0.2212301587301587,4.0,4.0,4.0,-1.0,-1.0,12,-1,-1,4,7,26,str,2023-06-20 15:23:40
843,843,14692,39596,26,-1,0,1,0,4.5,0.3533671802054154,4.5,4.5,4.5,4.5,-1.0,1,-1,-1,4,6,23,str,2023-06-20 15:34:18
844,844,14692,39596,24,-1,0,1,0,4.5,0.4444564694564695,4.5,4.5,4.5,4.5,-1.0,2,-1,-1,4,6,21,str,2023-06-20 15:34:26
845,845,14692,39596,17,-1,0,1,0,4.0,0.3507326007326006,4.0,4.0,4.0,4.0,-1.0,7,-1,-1,4,7,46,str,2023-06-20 15:34:27
846,846,14692,39596,5,-1,0,1,0,4.0,0.2698722718253968,4.0,4.0,4.0,4.0,-1.0,8,-1,-1,4,8,30,str,2023-06-20 15:34:29
847,847,14692,39596,3,-1,0,1,0,4.0,0.2972359058565955,4.0,4.0,4.0,4.0,-1.0,9,-1,-1,4,6,72,str,2023-06-20 15:34:29
848,848,14692,39596,4,-1,0,1,0,4.0,0.2813492063492063,4.0,4.0,4.0,4.0,-1.0,10,-1,-1,4,5,61,str,2023-06-20 15:34:33
849,849,14658,38133,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,3,10,99,str,2023-06-19 13:58:18
850,850,14658,38133,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,5,6,13,str,2023-06-19 13:58:20
851,851,14658,38133,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,8,30,str,2023-06-19 13:58:26
852,852,14658,39467,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,4,8,30,str,2023-06-20 14:12:59
