user_id,for_user,CROSTACEI_E_MOLLUSCHI,FUNGHI,FORMAGGI,VERDURE,PESCE,RISO,PASTA,INTERIORA,LEGUMI,TORTELLINI,GNOCCHI,CARNE,PIZZA,SALUMI,avialble_before,avialble_after,user_available_before,user_available_after,time
14773,16688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,23,8,2023-06-19 11:28:00
14773,16688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,23,8,23,2023-06-19 11:28:13
14707,16687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,2023-06-19 11:26:53
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,10,-1,10,2023-06-19 12:27:20
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,10,2023-06-19 12:27:27
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,10,10,2023-06-19 12:27:35
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,10,10,2023-06-19 12:27:35
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,10,2023-06-19 12:28:07
14911,16868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,10,2023-06-19 12:28:07
14911,16868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,27,10,10,2023-06-19 12:28:14
14706,17048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 13:12:16
14706,17049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 13:13:09
14706,17050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 13:13:42
14706,17050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:13:50
14706,17051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 13:15:00
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-19 13:15:09
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:15:24
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:16:29
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:17:01
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:17:25
14706,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:17:33
14717,17231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 13:50:46
14717,17232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,-1,7,2023-06-19 13:50:57
14717,17251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 13:55:41
14708,16872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,24,24,2023-06-19 12:28:14
14708,16872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,24,-1,2023-06-19 12:28:21
14708,16871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24,2023-06-19 12:28:21
14708,16871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 12:28:30
14708,16871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,24,24,2023-06-19 12:28:30
14708,16872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 12:28:39
14708,16872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 12:28:39
14708,16872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 12:28:39
14708,16870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24,2023-06-19 12:29:23
14708,16870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 12:29:30
14708,16870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,24,24,2023-06-19 12:29:37
14708,16869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24,2023-06-19 12:29:49
14708,16869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 12:29:57
14708,16869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,24,24,2023-06-19 12:30:05
14708,14708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24,2023-06-19 12:30:43
14708,14708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,27,2023-06-19 12:30:50
14708,14708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,27,30,2023-06-19 12:30:50
14708,14708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,2023-06-19 12:30:58
14708,16923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 12:41:21
14708,16922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,-1,7,2023-06-19 12:41:37
14708,16921,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,-1,7,2023-06-19 12:42:14
14708,16923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,7,2023-06-19 12:43:43
14708,16923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,7,2023-06-19 12:44:21
14708,16923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,7,2023-06-19 12:45:13
14708,16921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,24,2023-06-19 12:46:06
14708,16923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:46:23
14708,16922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:46:26
14708,16923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:46:29
14708,17041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 13:07:55
14708,17041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,24,24,2023-06-19 13:08:11
14708,17038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,7,-1,7,2023-06-19 13:09:35
14708,17038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,24,7,7,2023-06-19 13:09:43
14708,17037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 13:09:59
14708,17036,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,4,8,2023-06-19 13:10:47
14708,17036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,8,24,2023-06-19 13:10:55
14708,17148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 13:34:47
14708,17148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 13:35:45
14690,17428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,24,-1,24,2023-06-19 14:51:29
14690,17430,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,-1,7,2023-06-19 14:52:12
14784,17505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,28,28,28,2023-06-19 15:15:52
14784,17505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,2023-06-19 15:15:52
14659,16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,7,7,2023-06-16 09:36:09
14659,16051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,24,7,7,2023-06-16 09:36:09
14659,16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,7,7,2023-06-16 09:36:09
14659,16051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,24,7,7,2023-06-16 09:36:09
14659,16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,7,7,2023-06-16 09:36:09
14659,17576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,24,8,24,2023-06-19 15:40:56
14657,16045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-16 09:31:41
14657,16045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-16 09:31:41
14657,16046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-16 09:31:49
14657,16046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-16 09:31:55
14657,17659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24,2023-06-19 16:35:13
14657,17659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 16:35:13
14657,17660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 16:35:26
14657,17660,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,27,2023-06-19 16:35:36
14657,17684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-19 16:57:01
14657,17684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 16:57:01
14657,17685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,24,-1,24,2023-06-19 16:57:28
14657,17685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-19 16:57:39
14657,17761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,-1,8,2023-06-19 18:18:20
14657,17761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,8,8,2023-06-19 18:18:20
14657,17762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,-1,8,2023-06-19 18:18:40
14657,17762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,8,11,2023-06-19 18:18:51
14709,17610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,10,-1,10,2023-06-19 16:15:07
14709,17971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,10,-1,10,2023-06-19 21:08:03
14709,17973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,10,-1,10,2023-06-19 21:10:38
14697,18116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 22:41:54
14697,18116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 22:41:54
14697,18117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 22:42:06
14697,18117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,27,2023-06-19 22:42:29
14639,18200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 23:23:25
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,27,29,2023-06-19 23:23:36
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,2023-06-19 23:24:00
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,29,27,2023-06-19 23:24:00
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,27,10,2023-06-19 23:24:00
14639,18200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,24,-1,24,2023-06-19 23:24:35
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,27,2023-06-19 23:24:35
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,2023-06-19 23:24:35
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,2023-06-19 23:24:58
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,27,29,2023-06-19 23:25:10
14639,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,2023-06-19 23:25:10
14639,18210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 23:27:17
14639,18210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 23:27:29
14731,16599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,-1,4,2023-06-19 09:13:43
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,-1,3,2023-06-19 09:13:43
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,2023-06-19 09:13:51
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,24,2023-06-19 09:14:10
14731,16599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-19 09:14:17
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 09:14:30
14731,16599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,2023-06-19 09:14:30
14731,16599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 09:14:56
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,-1,7,2023-06-19 09:15:09
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,-1,2023-06-19 09:15:37
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,-1,4,2023-06-19 09:15:43
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,4,4,2023-06-19 09:16:05
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,2023-06-19 09:16:12
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,4,-1,2023-06-19 09:16:18
14731,16599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,24,-1,2023-06-19 09:16:18
14731,14731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 09:16:32
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24,2023-06-19 09:16:32
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,24,24,2023-06-19 09:16:38
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,24,2023-06-19 09:16:45
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,10,2023-06-19 09:16:52
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,10,27,2023-06-19 09:17:12
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,-1,7,2023-06-19 09:17:18
14731,16599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24,2023-06-19 09:17:25
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,7,2023-06-19 09:17:25
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,-1,2023-06-19 09:17:31
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,10,2023-06-19 09:17:38
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,-1,2023-06-19 09:17:45
14731,16599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,24,-1,2023-06-19 09:17:45
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,27,-1,2023-06-19 09:17:45
14731,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,-1,27,2023-06-19 09:17:51
14731,16599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-19 09:18:58
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,-1,4,2023-06-19 09:19:18
14731,16598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,4,8,2023-06-19 09:20:28
14731,18491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,-1,7,2023-06-20 05:02:44
14731,18491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,3,15,2023-06-20 05:05:38
14732,18638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-20 09:19:48
14732,18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,24,24,2023-06-20 09:19:48
14732,18639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24,2023-06-20 09:20:19
14732,18639,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,24,24,24,2023-06-20 09:20:33
14666,18713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,10,-1,10,2023-06-20 10:35:01
14666,18714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,7,-1,7,2023-06-20 10:35:18
14666,18714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-20 10:35:39
14666,18715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,-1,7,2023-06-20 10:37:16
14666,18718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,-1,7,2023-06-20 10:38:50
14666,18718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-20 10:39:04
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,25,25,2023-06-19 11:08:47
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,2023-06-19 11:08:47
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,2023-06-19 11:09:00
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,25,25,2023-06-19 11:09:21
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,25,25,25,2023-06-19 11:09:27
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,2023-06-19 11:09:28
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,2023-06-19 11:09:34
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,25,25,25,2023-06-19 11:09:41
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,25,7,2023-06-19 11:09:41
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,7,7,2023-06-19 11:09:48
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,7,7,2023-06-19 11:11:39
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,7,7,2023-06-19 11:11:53
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,7,7,2023-06-19 11:12:00
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,10,10,2023-06-19 11:13:04
14719,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,10,10,2023-06-19 11:13:11
14719,16658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,30,18,18,2023-06-19 11:13:35
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,18,2023-06-19 11:13:35
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,18,2023-06-19 11:13:49
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,18,18,2023-06-19 11:13:56
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,18,18,2023-06-19 11:14:03
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,18,2023-06-19 11:33:55
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,18,2023-06-19 11:34:03
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,18,18,2023-06-19 11:34:38
14719,16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18,18,2023-06-19 11:34:45
14719,16658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,30,18,18,2023-06-19 11:34:45
14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,22,20,22,2023-06-19 11:56:00
14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,22,7,2023-06-19 11:56:22
14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,7,25,2023-06-19 11:56:29
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,7,2023-06-19 12:08:39
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,7,10,2023-06-19 12:08:39
14719,16753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:09:02
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,7,10,2023-06-19 12:09:20
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:09:57
14719,16753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:10:10
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,7,10,2023-06-19 12:10:19
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:10:54
14719,16753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:11:02
14719,16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:11:02
14719,16742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:13:04
14719,16751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:16:47
14719,16751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:16:54
14719,16751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:17:02
14719,16751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:17:02
14719,16751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,2023-06-19 12:17:09
14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,10,29,2023-06-19 12:17:48
14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,29,10,2023-06-19 12:17:55
14719,16854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,27,26,26,2023-06-19 12:24:44
14719,16854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,30,26,26,2023-06-19 12:24:44
14719,16855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,27,27,2023-06-19 12:25:23
14719,16855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,27,27,2023-06-19 12:25:30
14719,16855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,27,27,2023-06-19 12:25:37
14719,16855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,27,27,2023-06-19 12:25:45
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:34:28
14719,16901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:34:42
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,7,2023-06-19 12:34:50
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,2023-06-19 12:35:04
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:35:04
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,2023-06-19 12:35:34
14719,16901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,2023-06-19 12:35:34
14719,16901,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,7,2023-06-19 12:35:34
14719,16927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,26,26,26,2023-06-19 12:46:49
14719,16927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,2023-06-19 12:46:58
14719,16928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,27,26,26,2023-06-19 12:47:53
14719,16928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,30,26,26,2023-06-19 12:48:01
