user_id,for_user,type,time
14720,16015,pop,2023-06-15 23:46:16
14720,16015,pop,2023-06-15 23:46:16
14720,16016,info,2023-06-15 23:46:22
14720,16017,pop,2023-06-15 23:46:34
14720,16104,pop,2023-06-16 11:04:06
14720,16105,info,2023-06-16 11:04:19
14720,16106,info,2023-06-16 11:04:38
14720,16107,pop,2023-06-16 11:04:51
14720,16110,info,2023-06-16 11:08:53
14720,16111,pop,2023-06-16 11:09:07
14720,16112,pop,2023-06-16 11:09:20
14720,16453,pop,2023-06-17 16:44:57
14720,16520,pop,2023-06-18 15:50:53
14720,16520,pop,2023-06-18 15:51:58
14720,16520,pop,2023-06-18 15:52:05
14720,16522,pop,2023-06-18 15:55:04
14720,16522,info,2023-06-18 15:55:12
14801,16494,pop,2023-06-18 11:14:57
14801,16495,pop,2023-06-18 11:16:07
14909,16604,info,2023-06-19 09:21:35
14909,16605,pop,2023-06-19 09:21:50
14773,16688,pop,2023-06-19 11:25:32
14773,16688,pop,2023-06-19 11:26:15
14773,16689,pop,2023-06-19 11:27:06
14911,16868,pop,2023-06-19 12:26:28
14911,16868,info,2023-06-19 12:26:40
14706,17048,pop,2023-06-19 13:10:55
14706,17049,pop,2023-06-19 13:12:26
14706,17050,pop,2023-06-19 13:13:25
14706,17051,pop,2023-06-19 13:13:51
14717,17231,pop,2023-06-19 13:50:34
14717,17232,pop,2023-06-19 13:50:46
14717,17251,pop,2023-06-19 13:55:23
14708,16820,pop,2023-06-19 12:14:33
14708,16872,pop,2023-06-19 12:26:57
14708,16871,pop,2023-06-19 12:27:43
14708,16870,pop,2023-06-19 12:28:54
14708,16869,pop,2023-06-19 12:29:38
14708,14708,pop,2023-06-19 12:30:06
14708,16923,pop,2023-06-19 12:41:12
14708,16922,pop,2023-06-19 12:41:21
14708,16921,pop,2023-06-19 12:41:37
14708,17041,pop,2023-06-19 13:07:55
14708,17038,pop,2023-06-19 13:08:44
14708,17037,pop,2023-06-19 13:09:43
14708,17036,pop,2023-06-19 13:10:30
