user_id,for_user,type,time
14708,17148,info,2023-06-19 13:33:40
14708,17217,pop,2023-06-19 13:49:00
14690,17428,pop,2023-06-19 14:50:50
14690,17430,info,2023-06-19 14:51:50
14784,17505,pop,2023-06-19 15:14:01
14659,16051,pop,2023-06-16 09:35:36
14659,16051,pop,2023-06-16 09:35:36
14659,17576,pop,2023-06-19 15:40:16
14657,16045,pop,2023-06-16 09:31:28
14657,16045,pop,2023-06-16 09:31:28
14657,16046,pop,2023-06-16 09:31:42
14657,17659,pop,2023-06-19 16:34:41
14657,17660,pop,2023-06-19 16:35:13
14657,17684,pop,2023-06-19 16:56:37
14657,17685,pop,2023-06-19 16:57:16
14657,17761,pop,2023-06-19 18:17:51
14657,17762,pop,2023-06-19 18:18:20
14709,17610,pop,2023-06-19 16:14:50
14709,17971,pop,2023-06-19 21:07:49
14709,17973,pop,2023-06-19 21:10:25
14697,18116,info,2023-06-19 22:41:26
14697,18117,info,2023-06-19 22:41:54
14639,18200,pop,2023-06-19 23:21:31
14639,18210,pop,2023-06-19 23:26:59
14731,16598,pop,2023-06-19 09:13:08
14731,16599,pop,2023-06-19 09:13:27
14731,14731,pop,2023-06-19 09:13:43
14731,16599,info,2023-06-19 09:18:34
14731,18491,pop,2023-06-20 05:02:16
14731,18492,pop,2023-06-20 05:02:44
14731,18492,info,2023-06-20 05:03:07
14731,18492,pop,2023-06-20 05:03:12
14731,18491,info,2023-06-20 05:03:39
14732,18638,info,2023-06-20 09:19:04
14732,18639,pop,2023-06-20 09:19:48
14666,18713,pop,2023-06-20 10:32:06
14666,18714,pop,2023-06-20 10:35:01
14666,18715,info,2023-06-20 10:36:21
14666,18718,info,2023-06-20 10:37:29
14719,16642,info,2023-06-19 10:52:37
14719,16642,pop,2023-06-19 10:52:44
14719,16642,pop,2023-06-19 10:53:46
14719,16656,pop,2023-06-19 11:01:38
14719,16656,pop,2023-06-19 11:01:51
14719,16655,pop,2023-06-19 11:06:23
14719,16656,pop,2023-06-19 11:07:21
14719,16656,info,2023-06-19 11:07:45
14719,16656,info,2023-06-19 11:07:52
14719,16656,info,2023-06-19 11:07:56
14719,16656,pop,2023-06-19 11:09:14
14719,16656,info,2023-06-19 11:09:41
14719,16658,pop,2023-06-19 11:13:25
14719,16655,info,2023-06-19 11:35:19
14719,16742,info,2023-06-19 11:53:56
14719,16742,info,2023-06-19 11:54:46
14719,14719,pop,2023-06-19 11:55:41
14719,16753,info,2023-06-19 12:06:40
14719,16742,pop,2023-06-19 12:12:38
14719,16742,pop,2023-06-19 12:12:51
14719,16751,info,2023-06-19 12:13:58
14719,16751,pop,2023-06-19 12:14:33
14719,16751,info,2023-06-19 12:14:55
14719,16751,info,2023-06-19 12:15:46
14719,16751,info,2023-06-19 12:16:00
14719,16751,info,2023-06-19 12:16:15
14719,16751,info,2023-06-19 12:16:28
14719,16854,info,2023-06-19 12:24:24
14719,16855,info,2023-06-19 12:24:47
14719,16855,info,2023-06-19 12:25:03
14719,16855,info,2023-06-19 12:25:09
14719,16901,info,2023-06-19 12:34:13
14719,16902,info,2023-06-19 12:35:34
14719,16927,info,2023-06-19 12:46:23
14719,16928,info,2023-06-19 12:46:58
14719,18261,pop,2023-06-20 00:15:12
14719,18262,pop,2023-06-20 00:15:45
14719,18263,info,2023-06-20 00:16:16
14719,18263,info,2023-06-20 00:16:25
14719,18263,info,2023-06-20 00:16:43
14719,18264,info,2023-06-20 00:17:13
14719,18279,info,2023-06-20 00:28:28
14719,18280,info,2023-06-20 00:29:17
14719,18668,info,2023-06-20 09:49:20
14719,18669,info,2023-06-20 09:49:53
14899,19080,info,2023-06-20 14:57:03
14899,19081,info,2023-06-20 14:58:19
14658,19033,pop,2023-06-20 14:35:25
14658,19034,pop,2023-06-20 14:36:05
14658,19035,pop,2023-06-20 14:36:48
14658,19035,info,2023-06-20 14:38:53
14658,19067,pop,2023-06-20 14:54:27
14658,19067,pop,2023-06-20 14:54:29
14658,19067,info,2023-06-20 14:54:54
14658,19069,pop,2023-06-20 14:56:48
14658,19068,pop,2023-06-20 14:57:50
14658,19099,pop,2023-06-20 15:13:02
14658,19101,pop,2023-06-20 15:14:02
14658,19151,pop,2023-06-20 15:20:08
14658,19151,info,2023-06-20 15:20:38
14658,19155,pop,2023-06-20 15:22:17
14658,19155,info,2023-06-20 15:22:55
14658,19152,pop,2023-06-20 15:30:29
14658,19396,pop,2023-06-20 16:57:07
14771,19276,pop,2023-06-20 16:15:54
14716,16058,pop,2023-06-16 09:56:43
14716,17003,pop,2023-06-19 13:00:21
14716,17005,pop,2023-06-19 13:06:42
14689,18084,pop,2023-06-19 22:27:53
14689,18085,pop,2023-06-19 22:29:34
14689,18086,pop,2023-06-19 22:29:52
14689,18566,pop,2023-06-20 07:56:52
14689,18567,pop,2023-06-20 07:58:35
14689,18568,pop,2023-06-20 07:58:57
14689,18573,pop,2023-06-20 08:18:03
14689,18574,pop,2023-06-20 08:18:24
14689,18575,pop,2023-06-20 08:18:51
14689,18578,pop,2023-06-20 08:23:27
14689,18580,pop,2023-06-20 08:24:08
14649,16830,pop,2023-06-19 12:16:28
14649,16831,pop,2023-06-19 12:17:02
14649,16832,pop,2023-06-19 12:17:24
14649,19048,pop,2023-06-20 14:46:13
14667,20038,pop,2023-06-20 21:29:22
14669,20053,info,2023-06-20 21:37:12
14669,20057,info,2023-06-20 21:39:48
14669,20058,info,2023-06-20 21:41:14
