user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
14902,38920,29,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 22:57:50
14902,38920,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 23:02:13
14801,37282,7,-1,0,1,0,0,1,0,0,0,-1,-1,4,-1,-1,4,0,20,str,2023-06-18 11:21:12
14801,37282,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-18 11:23:21
14801,37282,29,-1,0,1,0,0,1,0,0,0,-1,-1,4,-1,-1,3,1,99,str,2023-06-18 11:23:42
14801,37282,5,-1,0,1,0,0,1,0,0,0,-1,-1,15,-1,-1,4,0,30,str,2023-06-18 11:24:26
14671,37284,5,-1,0,1,0,0,1,0,0,0,-1,-1,15,-1,-1,4,0,30,str,2023-06-18 11:34:44
14671,37284,27,-1,0,1,0,0,1,0,0,0,-1,-1,24,-1,-1,3,0,111,str,2023-06-18 11:35:04
14671,37284,2,-1,0,1,0,0,1,0,0,0,-1,-1,8,-1,-1,4,0,11,str,2023-06-18 11:35:51
14671,37284,26,-1,0,1,0,0,1,0,0,0,-1,-1,7,-1,-1,4,0,23,str,2023-06-18 11:36:28
14660,37315,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-18 20:48:57
14660,37315,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-18 20:49:09
14660,37315,30,-1,0,1,0,1,1,1,1,1,-1,-1,3,-1,-1,5,0,9,str,2023-06-18 20:49:50
14660,37315,29,-1,0,1,0,0,1,0,0,0,-1,-1,1,-1,-1,3,1,99,str,2023-06-18 20:50:22
14660,37315,24,-1,0,1,0,0,1,0,0,0,-1,-1,2,-1,-1,4,0,21,str,2023-06-18 20:51:10
14660,37315,5,-1,0,1,0,0,1,0,0,0,-1,-1,3,-1,-1,4,0,30,str,2023-06-18 20:51:19
14660,38444,18,-1,0,1,0,1,-1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 16:17:49
14660,38444,32,-1,0,1,0,1,-1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 16:17:49
14660,38444,30,-1,0,1,0,1,1,1,1,1,-1,-1,3,-1,-1,5,0,9,str,2023-06-19 16:17:56
14660,38444,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 16:18:07
14660,38444,24,-1,0,1,0,0,1,0,0,0,-1,-1,6,-1,-1,4,0,21,str,2023-06-19 16:18:09
14660,38444,5,-1,0,1,0,0,1,0,0,0,-1,-1,16,-1,-1,4,0,30,str,2023-06-19 16:18:16
14660,38444,25,-1,0,1,0,0,1,0,0,0,-1,-1,17,-1,-1,4,0,32,str,2023-06-19 16:18:21
14660,38444,13,-1,0,1,0,0,0,0,0,0,-1,-1,27,-1,-1,4,0,43,str,2023-06-19 16:18:40
14660,38444,29,-1,0,1,0,0,1,0,0,0,-1,-1,23,-1,-1,3,1,99,str,2023-06-19 16:18:40
14660,38996,18,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 23:44:21
14660,38996,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 23:44:22
14660,38996,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 23:44:25
14660,38996,32,-1,0,1,0,1,-1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 23:49:19
14660,38996,30,-1,0,1,0,1,-1,1,1,1,-1,-1,3,-1,-1,5,0,9,str,2023-06-19 23:49:19
14660,38996,22,-1,0,1,0,0,-1,0,0,0,-1,-1,4,-1,-1,4,0,18,str,2023-06-19 23:49:19
14660,38996,26,-1,0,1,0,0,-1,0,0,0,-1,-1,5,-1,-1,4,0,23,str,2023-06-19 23:49:20
14660,38996,24,-1,0,1,0,0,-1,0,0,0,-1,-1,6,-1,-1,4,0,21,str,2023-06-19 23:49:20
14660,38996,2,-1,0,1,0,0,-1,0,0,0,-1,-1,7,-1,-1,4,0,11,str,2023-06-19 23:49:20
14660,38996,12,-1,0,1,0,0,-1,0,0,0,-1,-1,9,-1,-1,4,0,17,str,2023-06-19 23:49:20
14749,37358,29,-1,0,1,0,0,1,0,0,0,0,-1,1,-1,-1,3,1,99,str,2023-06-19 09:11:03
14749,37358,22,-1,0,1,0,0,1,0,0,0,0,-1,2,-1,-1,4,0,18,str,2023-06-19 09:11:08
14749,37358,15,-1,0,1,0,0,1,0,0,0,0,-1,3,-1,-1,4,0,40,str,2023-06-19 09:11:12
14909,37363,22,-1,0,1,0,0,1,0,0,0,-1,-1,1,-1,-1,4,0,18,str,2023-06-19 09:22:18
14909,37363,5,-1,0,1,0,0,1,0,0,0,-1,-1,2,-1,-1,4,0,30,str,2023-06-19 09:22:19
14909,37363,29,-1,0,1,0,0,1,0,0,0,-1,-1,3,-1,-1,3,1,99,str,2023-06-19 09:22:20
14700,37369,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 09:29:10
