,user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
83,14712,38463,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 16:21:07
84,14712,38463,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,2,5,0,13,str,2023-06-19 16:21:10
85,14712,38463,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 16:21:11
86,14712,39530,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-20 15:05:28
87,14712,39530,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,2,5,0,13,str,2023-06-20 15:05:31
88,14712,39530,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-20 15:05:33
89,14809,37909,23,0,0,1,0,4.0,0.38968253968253963,4.0,4.0,4.0,4.0,0,1,-1,-1,4,0,34,str,2023-06-19 13:22:58
90,14706,37875,18,1,0,1,0,5.0,0.19793516276567125,5.0,5.0,5.0,1.0,1,1,-1,-1,5,0,13,str,2023-06-19 13:26:08
91,14706,37875,32,1,0,1,0,5.0,0.2543283362727807,5.0,5.0,5.0,1.0,1,2,-1,-1,5,0,16,str,2023-06-19 13:26:19
92,14706,37875,30,1,0,1,0,5.0,0.25504798818752306,5.0,5.0,5.0,1.0,1,3,-1,-1,5,0,9,str,2023-06-19 13:27:42
93,14717,38122,13,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,20,-1,-1,4,0,43,str,2023-06-19 13:58:25
94,14717,38122,5,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,6,-1,-1,4,0,30,str,2023-06-19 13:59:44
95,14717,38122,22,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,-1,-1,4,0,18,str,2023-06-19 14:00:02
96,14780,38088,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 13:57:01
97,14780,38088,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 13:58:34
98,14780,38088,18,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,2,5,0,13,str,2023-06-19 14:00:55
99,14780,38148,5,-1,1,0,0,4.0,0.2956321022727273,4.0,4.0,4.0,4.0,-1,-1,-1,3,4,0,30,str,2023-06-19 14:03:23
100,14780,38148,4,-1,1,0,0,4.0,0.2921969696969697,4.0,4.0,4.0,4.0,-1,-1,-1,4,4,0,61,str,2023-06-19 14:03:23
101,14780,38148,29,-1,1,0,0,3.5,0.23818001978239367,3.5,3.5,3.5,3.5,-1,-1,-1,1,3,1,99,str,2023-06-19 14:03:34
102,14780,38148,18,-1,1,0,0,5.0,0.2914419619928095,5.0,5.0,5.0,5.0,-1,-1,-1,2,5,0,13,str,2023-06-19 14:03:34
103,14780,38148,18,1,0,1,0,5.0,0.2914419619928095,5.0,5.0,5.0,5.0,1,1,-1,-1,5,0,13,str,2023-06-19 14:15:12
104,14780,38148,30,1,0,1,0,5.0,0.37905214940098664,5.0,5.0,5.0,5.0,1,3,-1,-1,5,0,9,str,2023-06-19 14:15:31
105,14780,38148,24,0,0,1,0,4.5,0.4573529411764706,4.5,4.5,4.5,4.5,0,5,-1,-1,4,0,21,str,2023-06-19 14:15:51
106,14780,38148,3,0,0,1,0,4.0,0.31379310344827577,4.0,4.0,4.0,4.0,0,15,-1,-1,4,0,72,str,2023-06-19 14:16:53
107,14780,38148,16,0,0,1,0,4.5,0.311764705882353,4.5,4.5,4.5,4.5,0,12,-1,-1,4,0,11,str,2023-06-19 14:16:58
108,14780,38148,10,0,0,1,0,4.5,0.39444444444444443,4.5,4.5,4.5,4.5,0,11,-1,-1,4,0,11,str,2023-06-19 14:17:00
109,14780,38148,7,0,0,1,0,4.5,0.41600000000000004,4.5,4.5,4.5,4.5,0,10,-1,-1,4,0,20,str,2023-06-19 14:17:02
110,14780,38148,26,0,0,1,0,4.5,0.38113746157224415,4.5,4.5,4.5,4.5,0,6,-1,-1,4,0,23,str,2023-06-19 14:17:09
111,14758,38154,10,-1,0,1,0,4.5,0.1762345679012346,4.5,4.5,0.0,-1.0,-1,5,-1,-1,4,0,11,str,2023-06-19 14:16:40
112,14758,38154,11,-1,0,1,0,4.5,0.14563492063492062,4.5,4.5,0.0,-1.0,-1,4,-1,-1,4,0,10,str,2023-06-19 14:16:40
113,14758,38154,2,-1,0,1,0,4.5,0.2111111111111111,4.5,4.5,0.0,-1.0,-1,3,-1,-1,4,0,11,str,2023-06-19 14:16:40
114,14758,38154,26,-1,0,1,0,4.5,0.19691166321601103,4.5,4.5,0.0,-1.0,-1,2,-1,-1,4,0,23,str,2023-06-19 14:16:40
115,14758,38154,24,-1,0,1,0,4.5,0.23253968253968252,4.5,4.5,0.0,-1.0,-1,1,-1,-1,4,0,21,str,2023-06-19 14:16:41
116,14758,39947,5,-1,0,1,0,4.0,0.2979058159722222,4.0,4.0,4.0,-1.0,-1,5,-1,-1,4,0,30,str,2023-06-20 18:26:43
117,14758,39947,25,-1,0,1,0,4.0,0.33240740740740743,4.0,4.0,4.0,-1.0,-1,6,-1,-1,4,0,32,str,2023-06-20 18:27:21
118,14758,39947,2,-1,0,1,0,4.5,0.3564236111111111,4.5,4.5,4.5,-1.0,-1,4,-1,-1,4,0,11,str,2023-06-20 18:28:10
119,14758,39947,22,-1,0,1,0,4.5,0.36061253561253565,4.5,4.5,4.5,-1.0,-1,3,-1,-1,4,0,18,str,2023-06-20 18:28:27
120,14758,39947,30,-1,0,1,0,5.0,0.3754815597838853,5.0,5.0,5.0,-1.0,-1,2,-1,-1,5,0,9,str,2023-06-20 18:28:27
121,14758,39947,18,-1,0,1,0,5.0,0.2820610768703989,5.0,5.0,5.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-20 18:28:43
122,14708,37885,18,1,0,1,0,3.75,0.2814467312348668,0.0,5.0,5.0,5.0,1,1,-1,-1,5,0,13,str,2023-06-19 13:14:31
123,14708,37885,32,1,0,1,0,3.75,0.3490520282186949,0.0,5.0,5.0,5.0,1,2,-1,-1,5,0,16,str,2023-06-19 13:15:00
124,14708,37885,29,0,1,0,0,3.5,0.2556521124770383,3.5,3.5,3.5,3.5,0,-1,-1,1,3,1,99,str,2023-06-19 13:20:57
125,14708,37885,18,1,1,0,0,3.75,0.2814467312348668,0.0,5.0,5.0,5.0,1,-1,-1,2,5,0,13,str,2023-06-19 13:21:24
126,14708,38134,18,1,0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,-1,-1,5,0,13,str,2023-06-19 14:06:35
127,14708,38134,29,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1,3,1,99,str,2023-06-19 14:06:37
128,14708,38134,5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,4,0,30,str,2023-06-19 14:06:42
129,14708,38134,32,1,0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,2,-1,-1,5,0,16,str,2023-06-19 14:06:48
130,14708,38185,18,1,0,1,0,5.0,0.2814467312348668,5.0,5.0,5.0,5.0,1,1,-1,-1,5,0,13,str,2023-06-19 14:29:26
131,14708,38185,32,1,0,1,0,5.0,0.3490520282186949,5.0,5.0,5.0,5.0,1,2,-1,-1,5,0,16,str,2023-06-19 14:29:52
132,14708,38185,30,1,0,1,0,5.0,0.3781792174234035,5.0,5.0,5.0,5.0,1,3,-1,-1,5,0,9,str,2023-06-19 14:30:08
133,14708,38185,29,0,1,0,0,3.5,0.2556521124770383,3.5,3.5,3.5,3.5,0,-1,-1,1,3,1,99,str,2023-06-19 14:30:18
134,14708,38185,5,0,1,0,0,4.0,0.3184136284722222,4.0,4.0,4.0,4.0,0,-1,-1,3,4,0,30,str,2023-06-19 14:31:01
135,14698,38031,5,-1,0,1,0,2.0,0.13966238839285713,4.0,0.0,0.0,-1.0,-1,2,-1,-1,4,0,30,str,2023-06-19 13:46:59
136,14698,38121,5,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 13:53:34
137,14698,38121,29,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,1,-1,-1,3,1,99,str,2023-06-19 14:22:43
138,14698,38121,8,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,2,-1,-1,3,0,47,str,2023-06-19 14:22:43
139,14688,38313,18,-1,0,1,0,5.0,0.24860774818401937,5.0,5.0,5.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-19 15:06:07
140,14688,38313,32,-1,0,1,0,5.0,0.2848030570252792,5.0,5.0,5.0,-1.0,-1,2,-1,-1,5,0,16,str,2023-06-19 15:06:07
141,14688,38313,16,-1,0,1,0,4.5,0.29365079365079366,4.5,4.5,4.5,-1.0,-1,10,-1,-1,4,0,11,str,2023-06-19 15:06:27
142,14688,38313,19,-1,0,1,0,4.0,0.25396825396825395,4.0,4.0,4.0,-1.0,-1,16,-1,-1,4,0,26,str,2023-06-19 15:06:47
143,14688,38313,26,-1,0,1,0,4.5,0.3518173452956061,4.5,4.5,4.5,-1.0,-1,6,-1,-1,4,0,23,str,2023-06-19 15:08:19
144,14688,38313,11,-1,0,1,0,4.5,0.34476190476190477,4.5,4.5,4.5,-1.0,-1,7,-1,-1,4,0,10,str,2023-06-19 15:08:21
145,14688,38313,24,-1,0,1,0,4.5,0.41663748832866476,4.5,4.5,4.5,-1.0,-1,5,-1,-1,4,0,21,str,2023-06-19 15:08:24
146,14688,38313,7,-1,0,1,0,3.0,0.33909523809523806,4.5,0.0,4.5,-1.0,-1,9,-1,-1,4,0,20,str,2023-06-19 15:08:30
147,14640,37923,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 13:14:36
148,14640,37976,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 13:26:19
149,14640,38222,29,-1,1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 15:17:45
150,14690,38366,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 15:20:41
151,14690,38366,18,-1,1,0,0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1,-1,-1,2,5,0,13,str,2023-06-19 15:20:43
152,14690,38366,5,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 15:21:04
153,14784,38358,18,-1,0,1,0,5.0,0.27443502824858756,5.0,1.0,-1.0,-1.0,-1,1,-1,-1,5,0,13,str,2023-06-19 15:17:41
154,14784,38358,32,-1,0,1,0,5.0,0.3445950911228689,5.0,1.0,-1.0,-1.0,-1,2,-1,-1,5,0,16,str,2023-06-19 15:17:53
155,14784,38358,30,-1,0,1,0,5.0,0.34538575119970466,5.0,1.0,-1.0,-1.0,-1,2,-1,-1,5,0,9,str,2023-06-19 15:20:07
156,14784,38358,26,-1,0,1,0,4.5,0.3910397975615367,4.5,0.0,-1.0,-1.0,-1,3,-1,-1,4,0,23,str,2023-06-19 15:20:51
157,14661,38372,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 15:18:17
158,14661,38372,5,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 15:18:24
159,14661,38372,4,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,4,4,0,61,str,2023-06-19 15:18:36
160,14661,38372,25,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,9,4,0,32,str,2023-06-19 15:18:46
161,14661,38378,29,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,1,3,1,99,str,2023-06-19 15:21:07
162,14661,38378,18,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,2,5,0,13,str,2023-06-19 15:21:09
163,14661,38378,5,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,3,4,0,30,str,2023-06-19 15:21:15
164,14661,38378,4,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,4,4,0,61,str,2023-06-19 15:21:17
165,14661,38378,15,-1,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,12,4,0,40,str,2023-06-19 15:21:26
166,14661,38384,5,-1,0,1,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1,2,-1,-1,4,0,30,str,2023-06-19 15:35:22
