user_id,type,time
14793,sim,2023-06-20 00:00:17
14793,pop,2023-06-20 00:01:02
14793,fit,2023-06-20 00:01:08
14788,pop,2023-06-16 14:58:40
14788,fit,2023-06-16 14:58:46
14788,category,2023-06-16 14:59:14
14705,pop,2023-06-20 01:00:26
14705,fit,2023-06-20 01:00:32
14705,sim,2023-06-20 01:00:41
14705,fit,2023-06-20 01:01:22
14705,sim,2023-06-20 01:01:31
14705,fit,2023-06-20 01:06:46
14705,sim,2023-06-20 01:06:54
14705,sim,2023-06-20 01:07:45
14705,sim,2023-06-20 01:09:04
14705,fit,2023-06-20 01:09:13
14705,pop,2023-06-20 01:28:22
14705,fit,2023-06-20 01:28:27
14705,sim,2023-06-20 01:28:35
14705,dish,2023-06-20 01:28:50
14705,fit,2023-06-20 01:29:29
14705,sim,2023-06-20 01:29:51
14705,sim,2023-06-20 01:30:15
14705,sim,2023-06-20 01:30:15
14705,sim,2023-06-20 01:30:27
14705,fit,2023-06-20 01:30:27
14705,sim,2023-06-20 01:30:27
14705,sim,2023-06-20 01:30:27
14705,fit,2023-06-20 01:30:27
14705,sim,2023-06-20 01:30:27
14705,sim,2023-06-20 01:30:28
14705,sim,2023-06-20 01:30:28
14705,fit,2023-06-20 01:30:53
14705,sim,2023-06-20 01:30:57
14705,sim,2023-06-20 01:31:06
14705,fit,2023-06-20 01:31:27
14705,sim,2023-06-20 01:31:32
14741,fit,2023-06-20 01:55:30
14741,sim,2023-06-20 01:55:36
14741,sim,2023-06-20 01:55:58
14741,fit,2023-06-20 01:56:25
14741,sim,2023-06-20 01:56:30
14772,fit,2023-06-20 01:09:12
14772,pop,2023-06-20 01:09:19
14772,sim,2023-06-20 01:09:24
14772,category,2023-06-20 01:09:30
14772,fit,2023-06-20 01:10:43
14772,fit,2023-06-20 01:12:45
14772,fit,2023-06-20 01:12:45
14772,fit,2023-06-20 01:12:45
14772,trip,2023-06-20 01:12:46
14772,fit,2023-06-20 01:13:19
14772,fit,2023-06-20 01:14:30
14772,pop,2023-06-20 01:14:37
14772,pop,2023-06-20 01:17:51
14772,fit,2023-06-20 01:18:52
14772,pop,2023-06-20 01:19:05
14772,fit,2023-06-20 03:38:49
14772,sim,2023-06-20 03:39:43
14772,sim,2023-06-20 03:39:43
14772,sim,2023-06-20 03:39:43
14772,sim,2023-06-20 03:39:43
14772,trip,2023-06-20 03:39:43
14652,trip,2023-06-20 03:56:42
14652,category,2023-06-20 03:57:37
14652,pop,2023-06-20 03:59:04
14652,category,2023-06-20 03:59:10
14652,dish,2023-06-20 03:59:32
14652,dish,2023-06-20 03:59:51
14652,category,2023-06-20 03:59:56
14682,fit,2023-06-20 03:28:20
14682,trip,2023-06-20 03:29:05
14682,fit,2023-06-20 04:00:23
14731,pop,2023-06-20 05:08:05
14731,fit,2023-06-20 05:08:17
14731,sim,2023-06-20 05:08:22
14731,dish,2023-06-20 05:08:53
14731,category,2023-06-20 05:08:58
14731,pop,2023-06-20 05:09:34
14731,fit,2023-06-20 05:09:38
14731,category,2023-06-20 05:09:44
14732,dish,2023-06-20 09:26:09
14666,pop,2023-06-20 10:41:31
14666,pop,2023-06-20 10:41:36
14666,dish,2023-06-20 10:42:04
14666,pop,2023-06-20 10:42:42
14677,sim,2023-06-20 11:41:56
14677,sim,2023-06-20 11:41:56
14719,pop,2023-06-19 12:58:09
14719,fit,2023-06-19 12:58:09
14719,sim,2023-06-19 12:58:10
14719,sim,2023-06-19 12:58:25
14719,sim,2023-06-19 12:58:42
14719,trip,2023-06-19 12:59:14
14719,dish,2023-06-19 13:00:21
14719,sim,2023-06-19 13:00:21
14719,sim,2023-06-19 13:00:21
14719,fit,2023-06-19 13:00:22
14719,sim,2023-06-19 13:00:23
14719,fit,2023-06-19 13:00:39
14719,pop,2023-06-19 13:01:11
14719,category,2023-06-19 13:01:11
14719,fit,2023-06-19 13:03:25
14719,fit,2023-06-19 13:05:15
14719,fit,2023-06-19 13:06:10
14719,pop,2023-06-20 09:55:40
14719,fit,2023-06-20 09:56:12
14719,fit,2023-06-20 09:56:24
14719,fit,2023-06-20 09:58:33
14719,fit,2023-06-20 09:58:50
14719,fit,2023-06-20 10:29:02
14719,fit,2023-06-20 10:41:42
14719,fit,2023-06-20 10:44:09
14719,fit,2023-06-20 10:48:55
14719,fit,2023-06-20 11:00:26
14719,fit,2023-06-20 11:09:33
14719,fit,2023-06-20 11:13:39
14719,fit,2023-06-20 11:41:27
14719,fit,2023-06-20 11:45:06
14719,fit,2023-06-20 11:50:32
14719,fit,2023-06-20 11:55:12
14760,sim,2023-06-20 12:30:59
14760,fit,2023-06-20 12:31:15
14760,dish,2023-06-20 12:31:20
14760,fit,2023-06-20 12:32:17
14804,fit,2023-06-20 13:46:46
14804,fit,2023-06-20 13:47:36
14804,fit,2023-06-20 13:48:04
14804,fit,2023-06-20 13:48:53
14804,category,2023-06-20 13:50:16
14804,sim,2023-06-20 13:53:20
14889,fit,2023-06-20 14:51:13
14899,fit,2023-06-16 15:58:58
14899,pop,2023-06-20 15:04:01
14692,pop,2023-06-19 14:32:05
14692,fit,2023-06-19 14:32:36
14692,trip,2023-06-19 14:32:43
14692,dish,2023-06-19 14:32:53
14692,sim,2023-06-19 14:32:56
14692,pop,2023-06-19 14:33:38
14692,trip,2023-06-19 14:33:57
14692,sim,2023-06-19 14:34:37
14692,sim,2023-06-19 14:34:37
14692,sim,2023-06-19 14:34:46
14692,sim,2023-06-19 14:34:46
14692,sim,2023-06-19 14:35:43
14692,sim,2023-06-19 14:35:43
14692,category,2023-06-19 14:37:00
14692,trip,2023-06-19 14:37:00
14692,sim,2023-06-19 14:37:00
14692,sim,2023-06-19 14:38:26
14692,sim,2023-06-19 14:38:26
14692,sim,2023-06-19 14:38:56
14692,sim,2023-06-19 14:39:07
14692,sim,2023-06-19 14:39:07
14692,fit,2023-06-19 14:39:10
14692,pop,2023-06-19 14:39:12
14692,sim,2023-06-19 14:39:15
14692,trip,2023-06-19 14:39:15
14692,category,2023-06-19 14:39:19
14692,dish,2023-06-19 14:39:19
14692,pop,2023-06-19 14:39:21
14692,fit,2023-06-19 14:39:21
14692,sim,2023-06-19 14:39:25
14692,trip,2023-06-19 14:39:25
14692,category,2023-06-19 14:39:26
14692,dish,2023-06-19 14:39:27
14692,pop,2023-06-19 14:39:31
14692,fit,2023-06-19 14:39:31
14692,category,2023-06-19 14:39:34
14692,pop,2023-06-19 14:39:35
14692,fit,2023-06-19 14:39:35
14692,fit,2023-06-19 14:39:37
14692,pop,2023-06-19 14:40:16
14692,pop,2023-06-19 14:40:44
14692,pop,2023-06-19 14:41:23
14692,pop,2023-06-19 14:41:42
14692,pop,2023-06-19 14:46:21
14692,category,2023-06-19 14:46:28
14692,pop,2023-06-19 14:48:27
14692,pop,2023-06-20 15:22:59
14692,fit,2023-06-20 15:23:01
14692,trip,2023-06-20 15:23:06
14692,fit,2023-06-20 15:23:10
14692,trip,2023-06-20 15:24:54
14658,trip,2023-06-20 14:32:42
14658,sim,2023-06-20 15:34:42
14771,fit,2023-06-19 21:50:13
14689,sim,2023-06-20 18:16:27
14764,pop,2023-06-19 15:10:29
14764,category,2023-06-19 15:10:37
14667,fit,2023-06-20 21:32:11
14667,sim,2023-06-20 21:32:44
14669,fit,2023-06-20 21:42:52
14907,sim,2023-06-20 21:38:38
14907,fit,2023-06-20 21:39:48
14765,sim,2023-06-20 22:12:43
14765,sim,2023-06-20 22:12:43
14765,sim,2023-06-20 22:12:44
14765,fit,2023-06-20 22:12:44
14765,category,2023-06-20 22:12:44
