user_id,for_user,CROSTACEI_E_MOLLUSCHI,FUNGHI,FORMAGGI,VERDURE,PESCE,RISO,PASTA,INTERIORA,LEGUMI,TORTELLINI,GNOCCHI,CARNE,PIZZA,SALUMI,avialble_before,avialble_after,user_available_before,user_available_after,time
14720,16015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,-1,8
14720,16016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,-1,7
14720,16016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,7,7
14720,16017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,-1,7
14720,16104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24
14720,16104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24
14720,16105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,10,-1,10
14720,16105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,27,10,10
14720,16106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,10,-1,10
14720,16106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,27,10,10
14720,16107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,10,-1,10
14720,16110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,24,-1,24
14720,16110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24
14720,16111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24
14720,16111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,27,24,24
14720,16112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,24,-1,24
14720,16453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,24,-1,24
14801,16494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,27,10,10
14801,16494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,10,-1,10
14801,16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,10,10
14801,16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,10,10
14801,16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24
